Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,CL=F,JETS,SPY,CL=F,JETS,SPY,CL=F,JETS,SPY,CL=F,JETS,SPY,CL=F,JETS,SPY
Date,,,,,,,,,,,,,,,
2010-03-25,80.52999877929688,,87.8792724609375,81.4800033569336,,89.0243748817558,80.19999694824219,,87.77380272800697,80.25,,88.6175605914512,296271.0,,223396300
2010-03-26,80.0,,87.8265151977539,81.45999908447266,,88.45933343396152,79.54000091552734,,87.47997105683051,80.12999725341797,,88.04498980244497,324607.0,,205808500
2010-03-29,82.16999816894531,,88.38401794433594,82.77999877929688,,88.54222253774375,80.18000030517578,,87.90940416411247,80.23999786376953,,88.27101302113917,311042.0,,134513500
2010-03-30,82.37000274658203,,88.4442367553711,82.73999786376953,,88.76818094874034,81.7699966430664,,88.07509291798107,82.5,,88.48943639939188,244435.0,,145772500
2010-03-31,83.76000213623047,,88.14291381835938,83.8499984741211,,88.53465757302295,82.22000122070312,,87.84910456544489,82.5,,88.1052436074043,371961.0,,161078700
2010-04-01,84.87000274658203,,88.74562072753906,85.22000122070312,,89.08462970430203,83.20999908447266,,88.21826640542419,83.36000061035156,,88.74562072753906,295387.0,,161215200
2010-04-05,86.62000274658203,,89.4688491821289,86.9000015258789,,89.52911348858764,85.05999755859375,,88.83602510912817,85.30999755859375,,89.08463477165235,244106.0,,105847600
2010-04-06,86.83999633789062,,89.67974853515625,87.08999633789062,,89.83795304576849,86.12999725341797,,89.11472996254136,86.73999786376953,,89.21266444596813,290480.0,,110384200
2010-04-07,85.87999725341797,,89.16748809814453,87.0,,89.92084639181073,85.5199966430664,,88.75313873756106,86.76000213623047,,89.4989675866113,379528.0,,184576300
2010-04-08,85.38999938964844,,89.47637176513672,85.87999725341797,,89.62704688889826,84.37999725341797,,88.59494384488771,85.63999938964844,,88.85861812688508,389596.0,,158704000
2010-04-09,84.91999816894531,,90.06402587890625,86.37000274658203,,90.10169036153788,84.12000274658203,,89.49900691040037,85.55999755859375,,89.66474097978582,442943.0,,133006500
2010-04-12,84.33999633789062,,90.20711517333984,85.70999908447266,,90.4406601390664,84.08000183105469,,90.07151045854185,85.16999816894531,,90.17698015364391,421904.0,,110279000
2010-04-13,84.05000305175781,,90.27494049072266,84.41999816894531,,90.43314506857624,82.51000213623047,,89.64965162515715,84.36000061035156,,90.11673591286909,552298.0,,125043600
2010-04-14,85.83999633789062,,91.29949188232422,86.38999938964844,,91.29949188232422,83.70999908447266,,90.46326373088768,83.81999969482422,,90.60639789581465,425166.0,,161609000
2010-04-15,85.51000213623047,,91.3748550415039,86.2699966430664,,91.58579450623249,85.2699966430664,,91.11871015742682,85.91000366210938,,91.14884518776938,274095.0,,144615300
2010-04-16,83.23999786376953,,89.9208755493164,85.44000244140625,,91.3748577574633,82.5199966430664,,89.46132638135441,85.3499984741211,,91.05091335623878,268760.0,,366786700
2010-04-19,81.44999694824219,,90.25988006591797,83.0,,90.35028515509909,80.52999877929688,,89.25038243457358,82.91999816894531,,89.65719671438481,122831.0,,217947800
2010-04-20,83.44999694824219,,91.06597137451172,83.6500015258789,,91.1413118209624,81.51000213623047,,90.30508344484778,81.69000244140625,,90.82489688980915,344024.0,,157708000
2010-04-21,83.68000030517578,,90.90022277832031,84.63999938964844,,91.32963681503948,82.91999816894531,,90.39546830721645,84.02999877929688,,91.11869164549778,428236.0,,192910100
2010-04-22,83.69999694824219,,91.1714096069336,84.06999969482422,,91.2844144899027,81.7300033569336,,89.74003358154866,83.47000122070312,,90.25984684693915,433947.0,,115360300
2010-04-23,85.12000274658203,,91.76659393310547,85.19000244140625,,91.80426415589542,82.91999816894531,,90.87763070335154,83.75,,91.11117573884496,322550.0,,177335500
2010-04-26,84.19999694824219,,91.42003631591797,85.62999725341797,,92.00012547485441,83.7300033569336,,91.3296369907515,85.22000122070312,,91.79671549789346,337123.0,,143457300
2010-04-27,82.44000244140625,,89.25790405273438,84.33000183105469,,91.41250374764414,81.79000091552734,,89.08462909507644,83.88999938964844,,90.892690370007,462842.0,,355853300
2010-04-28,83.22000122070312,,89.93592834472656,83.38999938964844,,90.16193817540879,81.29000091552734,,89.09970001793857,81.83999633789062,,89.68732442817861,400695.0,,300674100
2010-04-29,85.16999816894531,,91.05089569091797,85.45999908447266,,91.23923528886417,83.01000213623047,,90.45574187168782,83.33000183105469,,90.47834170381442,393689.0,,193775000
2010-04-30,86.1500015258789,,89.50650024414062,86.5,,91.16389199830037,85.16000366210938,,89.48390041414623,85.58000183105469,,91.06595173810082,392139.0,,270000900
2010-05-03,86.19000244140625,,90.66668701171875,87.1500015258789,,90.91529667610493,85.83000183105469,,89.80032365707125,86.19999694824219,,89.93592840603927,324726.0,,182747900
2010-05-04,82.73999786376953,,88.53466796875,86.23999786376953,,89.6722406506937,82.55000305175781,,88.0826541225498,86.08999633789062,,89.65717601314311,497427.0,,360353400
2010-05-05,79.97000122070312,,88.00731658935547,82.83000183105469,,88.7456102541183,79.1500015258789,,87.36696318233727,82.12999725341797,,87.81144182153386,512285.0,,328973200
2010-05-06,77.11000061035156,,85.08428192138672,80.38999938964844,,88.14291455294477,74.58000183105469,,79.10261562443762,79.62999725341797,,87.58543106170033,605011.0,,647356600
2010-05-07,75.11000061035156,,83.81864929199219,78.19000244140625,,85.70957455941854,74.51000213623047,,82.42493753290728,76.94999694824219,,84.85828171682824,601534.0,,637558800
2010-05-10,76.80000305175781,,87.5101089477539,78.51000213623047,,87.87925293097355,75.80000305175781,,86.56841100753273,76.11000061035156,,87.24642892635751,447158.0,,396159600
2010-05-11,76.37000274658203,,87.26150512695312,77.68000030517578,,88.41414256296542,75.36000061035156,,86.56841677620525,77.26000213623047,,86.68895113179822,441537.0,,317849800
2010-05-12,75.6500015258789,,88.48193359375,77.0,,88.61000887812729,74.75,,87.4573658047392,75.88999938964844,,87.60804091939839,475847.0,,235607100
2010-05-13,74.4000015258789,,87.38201141357422,76.44999694824219,,88.65518854387622,73.62000274658203,,87.30667674706916,75.47000122070312,,88.24083925659846,532331.0,,234452500
2010-05-14,71.61000061035156,,85.79998016357422,74.12999725341797,,86.8848180033344,70.83000183105469,,85.03155719218938,73.98999786376953,,86.72661344298069,373981.0,,345601400
2010-05-17,70.08000183105469,,85.84519958496094,72.25,,86.27461370410109,69.2699966430664,,84.20287780957648,71.79000091552734,,86.0335392117359,355833.0,,325739800
2010-05-18,69.41000366210938,,84.67749786376953,72.5199966430664,,86.80196863683557,68.91000366210938,,84.39875314528236,70.5,,86.54582375407209,206381.0,,360556800
2010-05-19,69.87000274658203,,84.19535827636719,71.30000305175781,,84.95624631980654,67.9000015258789,,83.14065509270804,69.11000061035156,,84.20288772400286,129166.0,,394742700
2010-05-20,68.01000213623047,,81.01615142822266,71.29000091552734,,82.78654226525674,64.23999786376953,,80.96341657767842,71.19999694824219,,82.40232792691003,553741.0,,530418300
2010-05-21,70.04000091552734,,82.19896697998047,71.2300033569336,,82.40237129694475,69.0,,79.37387189748917,69.5199966430664,,79.78822147532283,449428.0,,500909400
2010-05-24,70.20999908447266,,81.14421081542969,70.95999908447266,,82.40985281795406,69.56999969482422,,81.0688761451644,70.62000274658203,,81.75442911654552,279820.0,,269823000
2010-05-25,68.75,,81.22708892822266,70.04000091552734,,81.26475914101536,67.1500015258789,,78.63553462463994,69.9000015258789,,79.18548869400907,395399.0,,396505200
2010-05-26,71.51000213623047,,80.73741912841797,71.69999694824219,,82.4701457642221,69.20999908447266,,80.49634466799611,70.05999755859375,,81.7243225503652,405519.0,,349719300
2010-05-27,74.55000305175781,,83.44197082519531,74.75,,83.47210584832675,70.66999816894531,,81.9503187923628,70.73999786376953,,82.25919846870909,401812.0,,300870500
2010-05-28,73.97000122070312,,82.39480590820312,75.72000122070312,,83.41183854474161,73.12999725341797,,82.00305634228118,74.9000015258789,,83.35156849649698,420674.0,,297933500
2010-06-01,72.58000183105469,,81.0086441040039,75.33000183105469,,82.83177041876192,71.63999938964844,,80.88810972458063,73.97000122070312,,81.62639788618098,438588.0,,277909400
2010-06-02,72.86000061035156,,83.11801147460938,73.93000030517578,,83.12554091827916,71.68000030517578,,80.99354158334886,71.94000244140625,,81.42295552686959,391034.0,,240243700
2010-06-03,74.61000061035156,,83.40430450439453,74.94999694824219,,83.66797878452343,72.31999969482422,,82.55301161493031,73.69999694824219,,83.3591048414205,439431.0,,226618300
2010-06-04,71.51000213623047,,80.4737548828125,75.41999816894531,,82.36468633051342,70.79000091552734,,80.20254536251797,74.61000061035156,,81.82226728992437,448494.0,,398475600
2010-06-07,71.44000244140625,,79.47179412841797,72.48999786376953,,81.06891636976661,69.51000213623047,,79.41152981090406,70.3499984741211,,80.76003659645264,417308.0,,264609100
2010-06-08,71.98999786376953,,80.32305145263672,72.4000015258789,,80.48125598117342,70.75,,78.83893491412569,71.16000366210938,,79.53202306228647,421966.0,,357774300
2010-06-09,74.37999725341797,,79.89361572265625,74.95999908447266,,81.57360079189023,72.02999877929688,,79.55460118456521,72.51000213623047,,80.7901078064558,436981.0,,268023300
2010-06-10,75.4800033569336,,82.22906494140625,76.30000305175781,,82.32699945761398,73.72000122070312,,79.8861200162449,73.87000274658203,,81.25723198149355,430042.0,,317890600
2010-06-11,73.77999877929688,,82.62836456298828,75.63999938964844,,82.68109943066825,73.26000213623047,,81.45312708459475,75.5199966430664,,81.50586195227473,421739.0,,214128200
2010-06-14,75.12000274658203,,82.50027465820312,75.98999786376953,,83.71318206358006,74.04000091552734,,82.4174047797487,74.05999755859375,,83.2611624546766,321671.0,,207196100
2010-06-15,76.94000244140625,,84.37615966796875,77.16000366210938,,84.4514943752812,74.62000274658203,,82.93724204332102,74.7699966430664,,83.0803820105835,308294.0,,238268700
2010-06-16,77.66999816894531,,84.34599304199219,78.12999725341797,,84.69253716396007,76.05999755859375,,83.77343913507379,77.05999755859375,,83.93917887768183,323357.0,,216374000
2010-06-17,76.79000091552734,,84.48159790039062,77.79000091552734,,84.62473781426918,76.16999816894531,,83.66044012589651,77.44999694824219,,84.58706760082715,303284.0,,263185800
2010-06-18,77.18000030517578,,84.57320404052734,77.44999694824219,,84.87597647770583,75.55999755859375,,84.30070422705546,76.55000305175781,,84.64889714982196,157434.0,,174006600
2010-06-21,77.81999969482422,,84.33096313476562,78.91999816894531,,85.68588507052068,76.87999725341797,,83.86165672558502,77.5,,85.62533406208829,124289.0,,213140700
2010-06-22,77.20999908447266,,82.9382095336914,78.0999984741211,,84.7018873708378,76.52999877929688,,82.81710170743584,77.3499984741211,,84.33098707322378,285495.0,,239355400
2010-06-23,76.3499984741211,,82.68084716796875,77.83000183105469,,83.28639781539803,75.16999816894531,,82.11314018755841,77.5199966430664,,82.99119064758577,365038.0,,254639900
2010-06-24,76.51000213623047,,81.31076049804688,76.56999969482422,,82.37805217581092,75.31999969482422,,81.09881752587007,76.0,,82.27208068972253,260401.0,,268523600
2010-06-25,78.86000061035156,,81.65140533447266,79.19000244140625,,82.06772032492455,75.9000015258789,,80.8187638035407,76.55999755859375,,81.55299909444575,316456.0,,238726500
2010-06-28,78.25,,81.39405059814453,79.37999725341797,,81.99203604612161,77.72000122070312,,81.09884339629713,79.0,,81.77252196205296,223305.0,,169218600
2010-06-29,75.94000244140625,,78.88098907470703,78.31999969482422,,81.37890200973357,75.20999908447266,,78.38140995271003,78.1500015258789,,80.25105335739595,323267.0,,373649500
2010-06-30,75.62999725341797,,78.1316146850586,76.83000183105469,,79.38813637536049,74.38999938964844,,77.87425120269906,75.45999908447266,,78.66147218548464,357752.0,,284101700
2010-07-01,72.94999694824219,,77.78340911865234,75.4000015258789,,78.33597388266202,72.05000305175781,,76.54958920789444,75.37000274658203,,78.07861621723563,405081.0,,382924800
2010-07-02,72.13999938964844,,77.35953521728516,73.37999725341797,,78.28300615873647,71.62000274658203,,76.92051287668887,72.66999816894531,,78.04835578919243,256171.0,,233385200
2010-07-06,71.9800033569336,,77.86669158935547,73.86000061035156,,79.00210555130283,71.08999633789062,,77.11731421646009,72.05999755859375,,78.44953488214894,325727.0,,256935300
2010-07-07,74.06999969482422,,80.3191909790039,74.55999755859375,,80.41759145175826,71.44000244140625,,77.98023501494141,72.06999969482422,,78.0634991745853,288660.0,,253769400
2010-07-08,75.44000244140625,,81.11395263671875,76.0,,81.20478203126483,74.37999725341797,,80.16777461011469,74.8499984741211,,80.9928390773075,325813.0,,210842100
2010-07-09,76.08999633789062,,81.7195053100586,76.4800033569336,,81.72707635147883,75.0,,80.939855519137,75.8499984741211,,81.09124169746666,269887.0,,144999900
2010-07-12,74.94999694824219,,81.77252197265625,76.43000030517578,,81.93147925251664,74.5199966430664,,81.10641445109634,76.30000305175781,,81.4470363686522,309169.0,,131283600
2010-07-13,77.1500015258789,,83.00633239746094,77.37000274658203,,83.33181218756152,74.25,,82.45376173109838,75.05999755859375,,82.62029003534502,361792.0,,213025900
2010-07-14,77.04000091552734,,82.9987564086914,78.1500015258789,,83.3242419544123,76.37999725341797,,82.40077106771518,77.12999725341797,,82.74139292427752,364471.0,,184426800
2010-07-15,76.62000274658203,,83.0214614868164,77.66000366210938,,83.309097585029,75.33000183105469,,81.87847658665906,76.76000213623047,,82.9684757378032,366023.0,,232337900
2010-07-16,76.01000213623047,,80.73548889160156,77.1500015258789,,82.66568877934995,75.25,,80.57652588642206,76.81999969482422,,82.57485360139206,225250.0,,282693400
2010-07-19,76.54000091552734,,81.21239471435547,77.69000244140625,,81.46975249754674,75.5,,80.40246613928983,75.72000122070312,,81.0307300571019,169548.0,,186709000
2010-07-20,77.44000244140625,,82.11312866210938,77.56999969482422,,82.17367967584349,75.6500015258789,,80.09965874885914,76.4000015258789,,80.13750818557955,285817.0,,258162400
2010-07-21,76.55999755859375,,81.04584503173828,78.56999969482422,,82.5597302519258,76.19999694824219,,80.71278843529261,77.8499984741211,,82.53702289762519,322410.0,,264527000
2010-07-22,79.30000305175781,,82.85491180419922,79.41999816894531,,83.21824668577327,76.16000366210938,,81.9995689981146,76.43000030517578,,82.00713426386778,358815.0,,274781300
2010-07-23,78.9800033569336,,83.57405090332031,79.5999984741211,,83.6951587390139,78.4000015258789,,82.4537731043268,79.2699966430664,,82.68842350630582,259741.0,,222020800
2010-07-26,78.9800033569336,,84.44452667236328,79.33000183105469,,84.52779083226011,78.05999755859375,,83.48321197402882,78.9800033569336,,83.7178623655483,227656.0,,184445700
2010-07-27,77.5,,84.43695831298828,79.69000244140625,,84.9970942795092,76.79000091552734,,84.10390168559049,78.91999816894531,,84.90625907885135,377844.0,,204855600
2010-07-28,76.98999786376953,,83.89193725585938,77.73999786376953,,84.52020090633941,75.9000015258789,,83.61186645654574,77.08000183105469,,84.26283745764337,314173.0,,163056200
2010-07-29,78.36000061035156,,83.48320007324219,78.88999938964844,,84.64132132760402,76.44999694824219,,82.81709266403776,76.88999938964844,,84.41423623752715,350581.0,,220149100
2010-07-30,78.94999694824219,,83.46805572509766,79.05000305175781,,83.91465485014155,76.83000183105469,,82.49160487926638,78.25,,82.63542004240459,294425.0,,220070600
2010-08-02,81.33999633789062,,85.35284423828125,81.7699966430664,,85.4890941293725,78.83000183105469,,84.42937339588643,78.94999694824219,,84.76999523610787,306098.0,,188263200
2010-08-03,82.55000305175781,,84.9441146850586,82.63999938964844,,85.36042972449262,81.11000061035156,,84.66404379397352,81.41000366210938,,85.1409214132539,290979.0,,146657300
2010-08-04,82.47000122070312,,85.51181030273438,82.97000122070312,,85.61778180951278,81.62000274658203,,84.89868861708591,82.41999816894531,,85.17875369570854,293321.0,,158171700
2010-08-05,82.01000213623047,,85.42096710205078,82.4800033569336,,85.4663875828519,81.55999755859375,,84.83812386939316,82.44000244140625,,84.96680271913382,234811.0,,140473800
2010-08-06,80.69999694824219,,85.07280731201172,82.66999816894531,,85.20905725739371,80.04000091552734,,83.960100387228,82.12000274658203,,84.5807932995203,397532.0,,239728300
2010-08-09,81.4800033569336,,85.52693939208984,81.76000213623047,,85.67076032843586,80.70999908447266,,85.01978925604607,80.91000366210938,,85.47395364317502,267083.0,,120800400
2010-08-10,80.25,,85.06519317626953,81.62000274658203,,85.51936328082472,79.19999694824219,,84.30068543529468,81.44000244140625,,84.80026446528751,385854.0,,242916300
2010-08-11,78.0199966430664,,82.73382568359375,80.44000244140625,,83.78597539990271,77.41999816894531,,82.59757578921493,80.22000122070312,,83.75569700392813,416889.0,,273406900
2010-08-12,75.73999786376953,,82.22665405273438,77.97000122070312,,82.52186113829278,75.5199966430664,,81.44700427420767,77.30999755859375,,81.48485370569462,430788.0,,239542600
2010-08-13,75.38999938964844,,81.98446655273438,76.73999786376953,,82.47648049012568,75.01000213623047,,81.88606607526205,75.75,,81.96933023889818,286126.0,,158698500
2010-08-16,75.23999786376953,,81.94660949707031,75.94999694824219,,82.2115382585466,74.86000061035156,,81.12911008307444,75.5999984741211,,81.42431724229286,237455.0,,147895300
2010-08-17,75.7699966430664,,82.95333099365234,76.62999725341797,,83.55888734154915,75.01000213623047,,82.41590247802526,75.05999755859375,,82.65055859471727,347432.0,,172270300
2010-08-18,75.41999816894531,,83.10472869873047,75.73999786376953,,83.55132206046447,73.83000183105469,,82.43862129012231,75.44999694824219,,82.91549304884039,247104.0,,182922100
2010-08-19,74.43000030517578,,81.65897369384766,76.0999984741211,,82.87765186250707,73.95999908447266,,81.31835180012902,75.2699966430664,,82.67327988127875,123224.0,,265847600
2010-08-20,73.45999908447266,,81.39405059814453,74.5999984741211,,81.70439988855651,73.19000244140625,,80.80363619444974,74.44999694824219,,81.41675795597668,246977.0,,209714200
2010-08-23,73.0999984741211,,81.08365631103516,74.4800033569336,,82.18122026910807,72.75,,81.04580688833839,73.9000015258789,,81.78004179857122,252439.0,,163490300
2010-08-24,71.62999725341797,,79.88013458251953,73.05000305175781,,80.53110554139923,71.31999969482422,,79.45624866511416,72.94999694824219,,80.19804902057358,340994.0,,280677800
2010-08-25,72.5199966430664,,80.19048309326172,72.87000274658203,,80.49325544604866,70.76000213623047,,78.94152692547203,71.47000122070312,,79.44110592758044,343405.0,,272234800
